SI,count,hate_speech,offensive_language,neither,class,tweet
507,3,1,2,0,1,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck"
508,3,0,3,0,1,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch."
509,6,2,4,0,1,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"
510,3,0,3,0,1,"""A pussy a day keeps the devil away"" -@DoperThanYola"
511,3,0,3,0,1,"""Ain't that about a bitch""... What does that mean?"
512,3,0,3,0,1,"""All these bitches want a baby, I don't want no children."""
513,3,0,2,1,1,"""And bitch you must be lost"" &#128514;&#128514;"
514,3,0,3,0,1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
515,3,1,2,0,1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
516,3,0,3,0,1,"""Bleed out hoe!!!"" -Alexa"
517,3,0,3,0,1,"""Boolin' in the bando wit a few bitches"""
518,3,0,3,0,1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
519,3,1,2,0,1,"""By the way we do punch bitches."""
520,3,0,3,0,1,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
521,3,0,3,0,1,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"
522,6,0,5,1,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
523,3,0,3,0,1,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates"
524,3,0,3,0,1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
525,3,0,3,0,1,"""Don't you ever give my pussy away. You keep it tight, alright?"""
526,3,0,3,0,1,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7"
527,3,0,3,0,1,"""Dumb bitches do dumb things"""
528,3,1,2,0,1,"""Eat the pussy like a real nigga hungry"""
529,3,1,2,0,1,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV"
530,3,0,2,1,1,"""Everything look better with a bitch next to it"""
531,3,0,3,0,1,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf"""
532,3,0,3,0,1,"""For every bad bitch there is a nigga tired of fucking her"""
533,3,0,3,0,1,"""Foreign chick, no lie.. Man that bitch Beautiful"""
534,3,1,2,0,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A"
535,3,0,3,0,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
536,3,0,3,0,1,"""Get me that shit bitch you is fine bear"""
537,3,1,2,0,1,"""Get your ass back to Detroit ya fuckin' wigger!"""
538,3,0,3,0,1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
539,3,0,3,0,1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
540,3,0,3,0,1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
541,3,0,3,0,1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
542,3,1,2,0,1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
543,3,0,2,1,1,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"
544,3,0,3,0,1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
545,3,0,3,0,1,"""Hey pussy you still there?"""
546,3,0,3,0,1,"""How hotter than is it?"" ""A bitch."""
547,3,0,3,0,1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
548,3,0,3,0,1,"""How you doing, crazy bitch?"" is hilarious!"
549,3,1,2,0,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog"
550,3,0,3,0,1,"""I call him my bitch"" @MaKennaM_"
551,3,0,3,0,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
552,3,0,3,0,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
553,3,0,2,1,1,"""I don't love these hoes, baby It's me and you forever"""
554,3,0,3,0,1,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;"
555,3,0,3,0,1,"""I dont have hoes"" &#128564;"
556,3,0,3,0,1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
557,3,0,3,0,1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
558,3,0,3,0,1,"""I got a sister, she told me stop calling women bitches.."""
559,3,0,3,0,1,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
560,3,0,3,0,1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir"
561,3,0,3,0,1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
562,3,0,3,0,1,"""I heard you was looking for Candy Man, bitch"""
563,3,0,3,0,1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown"
564,3,0,3,0,1,"""I just got a number 3 I'm a bitch boy"""
565,3,0,3,0,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;"
566,3,0,3,0,1,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?"
567,6,0,6,0,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand."""
568,3,0,3,0,1,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like"""
569,3,0,3,0,1,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;"
570,3,0,3,0,1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET."""
571,3,0,3,0,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG"
572,3,0,3,0,1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger."
573,3,0,3,0,1,"""I woke up like thi-"" bitch go back to bed"
574,3,0,3,0,1,"""I would rather you call me bitch than sir"" -my manager"
575,3,0,3,0,1,"""I'll beat on that pussy so hard"""
576,3,1,2,0,1,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour"
577,3,1,2,0,1,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5"
578,3,0,3,0,1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot"
579,3,0,3,0,1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em"""
580,3,0,3,0,1,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol"""
581,3,0,3,0,1,"""I'm probably your main bitch chocolate dipped cinnamon apple"""
582,3,0,3,0,1,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh"""""
583,3,1,2,0,1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL"
584,3,0,3,0,1,"""IBS"" irritable bitch syndrome."
585,3,0,3,0,1,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa"
586,3,0,3,0,1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ"
587,3,1,2,0,1,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around."
588,3,1,2,0,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct"
589,3,0,3,0,1,"""In My Mind""
Gotta be the dumb hoe anthem..."
590,3,0,3,0,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
591,3,1,2,0,1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!"
592,3,0,3,0,1,"""It's never too late to tag a bitch.""- @CyFyre"
593,3,0,2,1,1,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh"
594,3,1,2,0,1,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill"
595,3,0,3,0,1,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama."""
596,3,0,2,1,1,"""Let's do nips ahoy and spank me maybe"""
597,3,1,2,0,1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?"""
598,3,0,3,0,1,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI"""
599,3,0,3,0,1,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded"""
600,3,0,3,0,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;"
601,3,1,2,0,1,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!"""
602,3,0,2,1,1,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""
&#128514;"
603,3,0,3,0,1,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it."
604,3,0,3,0,1,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really"""
605,3,0,3,0,1,"""New Flame"" the song of the yr lol that bitch SUPER run like"
606,3,0,3,0,1,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches&#8230;."""
607,3,0,3,0,1,"""Niggas be pressed for pussy, Eeeeeen nothin"""
608,3,0,3,0,1,"""No bitches "" - nan"
609,3,0,3,0,1,"""No boats and hoes please thanks"" - Mom"
610,3,0,3,0,1,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" - @TallTrappin88 #RIPTALLT"
611,3,0,3,0,1,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that."
612,3,0,3,0,1,"""RT it for me. Please and thanks @BmorePocahontas: Did a pierced pussy just come across my timeline &#128528;"""
613,3,0,3,0,1,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;"
614,3,1,2,0,1,"""Roberto you are one nasty hoe"""
615,3,0,3,0,1,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!"
616,3,0,2,1,1,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land"
617,3,0,3,0,1,"""Selling my soul for material wishes: fast cars and bitches"" #Tupac #smile #remix"
618,3,1,2,0,1,"""Shake that Bear ... aka two rednecks having sex on a dead bear"""
619,3,0,3,0,1,"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch."""
620,3,0,3,0,1,"""She gotta shape up her pussy lips tho @PostPrettyPussy: Whole wheat organic pussy http://t.co/kq0R0A7z2g"""
621,3,0,3,0,1,"""She said wigga man you rich...take the du-rag off"" http://t.co/jb7J3zSbam"
622,3,0,3,0,1,"""She was a bitch anyway"""
623,3,1,2,0,1,"""She's from Florida so you've got to do the sniff test in those swamp pussies"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
624,3,0,2,1,1,"""Slow the fuck down, bitch, I know where you live!""

Classy young lady."
625,3,0,3,0,1,"""So he's a good football player...but he still acts like a nig"""
626,3,1,2,0,1,"""Stop being a pussy, son, and shove that needle into your own heart!"" #afterearth"
627,3,0,3,0,1,"""Stop looking us and go eat some pussy, you yuppie fucks."""
628,3,0,3,0,1,"""Takin it straight to dirt, why finger the pussy when I know I can put my dick in it?"" @xErnee18"
629,3,0,3,0,1,"""That ain't bro moves, that's hoe moves"""
630,6,1,3,2,1,"""That girl is plain looking borderline ugly &amp; chunky"". Hey at least she's got a nice smile &amp; a great personality."
631,3,0,3,0,1,"""These hoes ain't loyal"""
632,3,0,3,0,1,"""These hoes keep callin but I ain't pickin up""&#127926;&#127926;"
633,4,0,4,0,1,"""They Faggots @JonnieSantana: Orioles petty as fuck...got swept up outta this bitch"""
634,3,1,2,0,1,"""They have some ghetto ass bands"" * gets snuck* &#128514;&#128514;&#128514;&#128514;"
635,3,0,3,0,1,"""This is for all the fans that waited, the bitch niggas that hated / Old hoes we dated, look mama, we&#8230; http://t.co/sNRY6A7VYB"
636,3,0,3,0,1,"""This is for my ghetto motherfuckers"" -Missy Elliott"
637,3,1,2,0,1,"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black"
638,3,0,3,0,1,"""Trust noneeee, bitch I don't """
639,3,0,3,0,1,"""Twitter is twitter"" bitch twitter is life"
640,3,1,2,0,1,"""U got my 200K bitch nigga""--Al Haymon to Antonio Tarver"
641,3,0,2,1,1,"""Uh-uh, what do we have? Your empty heart, my empty bottle, a yellow cab.. That you would like to catch cuz yo latest ex made u mad.."
642,3,0,3,0,1,"""Used to have a girlfriend, now all I got is hoes.. I was lookin for a good girl, but she was fuckin on the low."""
643,3,0,3,0,1,"""Virgin pussy "" () "" , regular pussy "" ( ) "" , Oomf pussy (_________________________)"
644,3,0,3,0,1,"""WHAAAAAAT! LMAOOO!!! @Cromotoasted: @creepgoddess that's why I luv u fat bitches cuz y'all got some big ole titties and phat booties"""
645,3,0,3,0,1,"""Walked in that bitch like, NIGGA WE MADE IT!"""
646,3,0,3,0,1,"""Well bitch, biology said..."" &#128514;&#128514;&#128514;"
647,3,0,3,0,1,"""What I do? @betysweetcocker: Gotta report you as spam RT @80sbaby4life: Ladies RT if your head game better than your pussy"""
648,3,0,3,0,1,"""When im done with a hoe i pass her to the squad"" G!!!!!!!!!!!!!!!!!!!!!!!!"
649,4,1,3,0,1,"""Why u being such a little bitch chris you ain't six bitch"" - Allisons Mom"
650,3,0,3,0,1,"""Why would I want to play with some pussy?"" - @jimmyfallon *DEAD* #SNL"
651,3,0,3,0,1,"""Why would you wanna be the Green Ranger? He's evil!"" Duh bitch"
652,3,0,3,0,1,"""Why would you want pussy on your side burns?.. Thats a good question"" @_hy0ung hahahahaha &#128514;"
653,3,0,3,0,1,"""Will shank a bitch for ceviche"""
654,3,0,2,1,1,"""Work"" - @tydollasign Gets me through those rough days hahaha #hoes"
655,6,0,6,0,1,"""Wow you are a bitch"" 
 Yes that's already been established, anything else you have to say?"
656,3,0,3,0,1,"""Y'all forget he has his brand new baby girl at home"" bitch the cookies are burning"
657,3,0,3,0,1,"""Yo bitch on the horn. Tryna shoot a porn."" - @KingL That's T shirt worthy Tony"
658,3,0,3,0,1,"""Yo can I sublet your pussy"" #ShitFahdSays"
659,3,0,3,0,1,"""Yo feet smell like my puss"" &#128514;&#128557; Whut ? ""Like flowers bitch"" &#128514;&#128557;&#9995;&#128553; omg"
660,3,0,2,1,1,"""Yo mama, bitch."" RT @TheAceTJShow: What was the ONE sentence that ended your relationship?"
661,3,0,3,0,1,"""You ain't my bitch"" is my favorite response to long texts"
662,3,1,2,0,1,"""You and yo boys some pussy cats."""
663,3,0,3,0,1,"""You are a cunt"""
664,3,0,3,0,1,"""You can pull more pussy with a dodge and collect them panties alright."" -stormy and jake &#128514;&#128514;&#128514;"
665,3,0,2,1,1,"""You can take someone out of the ghetto, but you can't take the ghetto out of them."""
666,3,1,2,0,1,"""You don't like us colored folks, what the he'll you're not colored you white fucks"" &#128514;&#128514;&#128514;&#128514;"
667,3,0,3,0,1,"""You got hella hoes"" http://t.co/ZN1A0gsTpc"
668,6,1,5,0,1,"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!"
669,3,1,2,0,1,"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!"""
670,3,0,3,0,1,"""You took our land so you could make each other retarded in DIAPERS? Sure....use our image....cool...."" #redskins #NFL #concussion #jokes"
671,3,0,3,0,1,"""You're a garden rose, and that bitch is a weed."""
672,3,0,3,0,1,"""You're fucked up"" 
No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut"
673,3,1,2,0,1,"""Your a queer"". &#128530;&#128530;&#128530;&#128530;"
674,3,0,2,1,1,"""Your homeboy looking bad and you giving cash to them hoes"""
675,3,0,3,0,1,"""Yup. Fuck em @Aloha_Hoesss: Playing like trash RT @80sbaby4life Clippers don't wanna play lol"""
676,3,0,3,0,1,"""ain't it time for you hoes to get out of here"" LOL this is what Ariana's mom says to us"
677,3,0,3,0,1,"""are we bitches?"" - @chellyhernandez"
678,3,0,3,0,1,"""bitch freak my shit"""
679,3,0,3,0,1,"""bitch my vagina is a little more resilient than that"" -@rosestokoe"
680,3,0,3,0,1,"""but I love him"" nah bitch that ain't love."
681,6,1,5,0,1,"""but pussy is the root of all drama an attribute put up in they head by they mama."""
682,3,0,3,0,1,"""call me Keyshawn Johnson cause im catchin erry hoe"""
683,3,0,3,0,1,"""captain save a hoe"" is the most annoying phrase"
684,6,0,6,0,1,"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch"""
685,6,0,6,0,1,"""don't let your side bitch settle in, I might have to headbutt you Evelyn"""
686,3,0,3,0,1,"""dont show me no bitch unless she look like Dolly Parton!!!"""
687,6,0,6,0,1,"""hoes suck my dick cus i look like john stockton hit em wit the choppa, luke i am your fatherrr"" - @LILBTHEBASEDGOD"
688,3,0,3,0,1,"""if i wasnt in a work place id deck you"" aye fucking right, I'd give you a tyson 4 combo nd end you with an uppercut. Shut the fuck up bitch"
689,3,0,3,0,1,"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad."
690,3,0,3,0,1,"""im gonna rip that bitch apart""
""rip what apart""
""lol"""
691,3,0,3,0,1,"""its britney bitch"" - the bible (leviticus 7:58) http://t.co/ZoAkn1ZlHm"
692,3,1,2,0,1,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags"""
693,3,0,3,0,1,"""no pussy, or not tryna go to the studio, don't CALL my mufuckin crib like that, god. Yo. Word up god I will BUSS YO SHIT, god, word up"""
694,3,0,3,0,1,"""oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute"""
695,3,0,3,0,1,"""omg this bitch is fucking stupid I swear blah blah blah"" *a week later* omg ilysm bae ur my best friend I swear"
696,3,0,3,0,1,"""riding with my bros still don't trust these hoes"""
697,3,0,3,0,1,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm"
698,3,0,3,0,1,"""whatever you are, be a good one."" -Abraham Lincoln, this quote is not for yall hoes!"
699,3,1,2,0,1,"""when guys say ""Latinas &gt;"" they mean the Kim Kardashian looking girls not you bitches that shaped like a mini fridge &amp; smell like tortillas"""
700,3,0,3,0,1,"""you better pipe your pussy down over there""- @EsEx_Ruskii&#160;lmao wth does that even mean?"
701,3,1,2,0,1,"""you fucking pussy you couldn't even beat your dick."" - Angry Youtube Comment"
702,3,0,2,1,1,"""you're being a cunt right now"" -@RQ978"
703,3,0,3,0,1,# That son of a bitch moment when it rains and you forget your car windows are down
704,3,0,3,0,1,"#10ThingsThatGetsOnMyNerves Needy hoes, ratchet Hoes, sideline hoes, Beggin' hoes, dumb hoes, looking for love on Facebook hoes.."
705,6,0,6,0,1,#11 get to hit any bitch on campus he wants to
706,3,0,3,0,1,#1personidbitchslap @Khamruz. Fa blowin my tl. Up like a bitches spare tire leavin dairy queen
707,3,0,3,0,1,#2013TaughtMe how pussy feels &#128514;&#128076;
708,3,0,3,0,1,#5WordsAfterSex is that all pussy bitch?
709,3,0,3,0,1,#AlexFromTarget gets a million retweets but #ChrisFromWalmart cant even get a bitch to text him back.... http://t.co/l0XTPSIG8Z
710,3,0,3,0,1,#AlexFromTarget had them bitches wet...lmmfao
711,3,0,3,0,1,"#AnnCoulter still calling #Obama a 'community organizer' re: #Syria. Well, she is still #cunt as well. So what?"
712,3,0,3,0,1,#AsAGiraffes pussy http://t.co/YaaTsF52tu
713,6,0,6,0,1,"#BOB Bass over bitches @HankJohnson11 bitches on his dick, fishes on the dock"
714,3,0,3,0,1,#BangBangBirdGang ya bitch you!!! 56 -fruit loop
715,3,0,2,1,1,#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.
716,3,0,0,3,2,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
717,3,0,1,2,2,""" momma said no pussy cats inside my doghouse """
718,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad"
719,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles"
720,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol"
721,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"
722,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!"
723,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started"
724,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."""
725,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."
726,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures."
727,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha"
728,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup"
729,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc"
730,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs"
731,3,0,1,2,2,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?"
732,3,0,0,3,2,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"
733,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"
734,3,0,0,3,2,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"
735,3,0,1,2,2,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept."
736,3,0,1,2,2,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles"
737,3,0,1,2,2,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches."
738,3,0,0,3,2,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol"
739,6,0,0,6,2,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"
740,3,0,1,2,2,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf"
741,3,0,1,2,2,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."""
742,3,0,1,2,2,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo"
743,3,0,1,2,2,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know"
744,3,0,1,2,2,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"
745,3,0,1,2,2,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch"
746,3,0,1,2,2,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad"
747,3,0,1,2,2,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"
748,3,0,1,2,2,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;"
749,3,0,1,2,2,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it"
750,3,0,0,3,2,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man"
751,3,0,0,3,2,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd"""
752,3,0,0,3,2,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP"
753,3,0,0,3,2,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;"""
754,3,0,1,2,2,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha"
755,3,0,1,2,2,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof"
756,3,0,0,3,2,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta"
757,3,0,0,3,2,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby"
758,3,0,0,3,2,"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl"""
759,3,0,0,3,2,"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P"""
760,3,0,1,2,2,"""@itscoleharmon_: When twitter rappers dm me their trash links http://t.co/35nMR4AUQg"""
761,3,0,0,3,2,"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven"
